pizza_id,order_id,order_date,order_time,day_of_week,is_weekend,month_name,quarter,time_of_day,pizza_name_id,pizza_name,pizza_category,pizza_size,pizza_ingredients,is_vegetarian,quantity,order_size,unit_price,total_price,revenue_category
103,42,2015-01-01,17:28:09,Thursday,Weekday,Jan,Q1,Afternoon,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
104,42,2015-01-01,17:28:09,Thursday,Weekday,Jan,Q1,Afternoon,peppr_salami_m,The Pepper Salami Pizza,Supreme,M,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
105,43,2015-01-01,17:38:34,Thursday,Weekday,Jan,Q1,Afternoon,ckn_alfredo_m,The Chicken Alfredo Pizza,Chicken,M,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",Non-Veg,1,Small,16.75,16.75,Standard
106,43,2015-01-01,17:38:34,Thursday,Weekday,Jan,Q1,Afternoon,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
107,43,2015-01-01,17:38:34,Thursday,Weekday,Jan,Q1,Afternoon,peppr_salami_l,The Pepper Salami Pizza,Supreme,L,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
108,44,2015-01-01,17:54:20,Thursday,Weekday,Jan,Q1,Afternoon,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
109,45,2015-01-01,17:55:48,Thursday,Weekday,Jan,Q1,Afternoon,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
110,45,2015-01-01,17:55:48,Thursday,Weekday,Jan,Q1,Afternoon,hawaiian_s,The Hawaiian Pizza,Classic,S,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,10.5,10.5,Budget
111,45,2015-01-01,17:55:48,Thursday,Weekday,Jan,Q1,Afternoon,thai_ckn_m,The Thai Chicken Pizza,Chicken,M,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,16.75,16.75,Standard
112,46,2015-01-01,18:25:51,Thursday,Weekday,Jan,Q1,Evening,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
113,46,2015-01-01,18:25:51,Thursday,Weekday,Jan,Q1,Evening,classic_dlx_l,The Classic Deluxe Pizza,Classic,L,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,20.5,20.5,Premium
114,46,2015-01-01,18:25:51,Thursday,Weekday,Jan,Q1,Evening,thai_ckn_m,The Thai Chicken Pizza,Chicken,M,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,16.75,16.75,Standard
115,47,2015-01-01,18:26:34,Thursday,Weekday,Jan,Q1,Evening,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
116,47,2015-01-01,18:26:34,Thursday,Weekday,Jan,Q1,Evening,veggie_veg_s,The Vegetables + Vegetables Pizza,Veggie,S,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,12.0,12.0,Standard
117,48,2015-01-01,18:26:42,Thursday,Weekday,Jan,Q1,Evening,ckn_pesto_m,The Chicken Pesto Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,16.75,16.75,Standard
118,48,2015-01-01,18:26:42,Thursday,Weekday,Jan,Q1,Evening,green_garden_s,The Green Garden Pizza,Veggie,S,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",Veg,1,Small,12.0,12.0,Standard
119,48,2015-01-01,18:26:42,Thursday,Weekday,Jan,Q1,Evening,prsc_argla_l,The Prosciutto And Arugula Pizza,Supreme,L,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,20.75,20.75,Premium
120,48,2015-01-01,18:26:42,Thursday,Weekday,Jan,Q1,Evening,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
121,49,2015-01-01,18:33:00,Thursday,Weekday,Jan,Q1,Evening,sicilian_l,The Sicilian Pizza,Supreme,L,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,20.25,20.25,Premium
122,50,2015-01-01,18:41:01,Thursday,Weekday,Jan,Q1,Evening,the_greek_xl,The Greek Pizza,Classic,XL,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,25.5,25.5,Premium
123,51,2015-01-01,18:48:28,Thursday,Weekday,Jan,Q1,Evening,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
124,51,2015-01-01,18:48:28,Thursday,Weekday,Jan,Q1,Evening,pep_msh_pep_l,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,L,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,17.5,17.5,Standard
125,52,2015-01-01,18:53:02,Thursday,Weekday,Jan,Q1,Evening,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
126,52,2015-01-01,18:53:02,Thursday,Weekday,Jan,Q1,Evening,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
127,52,2015-01-01,18:53:02,Thursday,Weekday,Jan,Q1,Evening,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
128,53,2015-01-01,18:54:17,Thursday,Weekday,Jan,Q1,Evening,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
129,53,2015-01-01,18:54:17,Thursday,Weekday,Jan,Q1,Evening,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,16.5,16.5,Standard
130,54,2015-01-01,19:01:45,Thursday,Weekday,Jan,Q1,Evening,prsc_argla_m,The Prosciutto And Arugula Pizza,Supreme,M,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese",Veg,1,Small,16.5,16.5,Standard
131,54,2015-01-01,19:01:45,Thursday,Weekday,Jan,Q1,Evening,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
132,55,2015-01-01,19:03:19,Thursday,Weekday,Jan,Q1,Evening,peppr_salami_s,The Pepper Salami Pizza,Supreme,S,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
133,55,2015-01-01,19:03:19,Thursday,Weekday,Jan,Q1,Evening,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
134,56,2015-01-01,19:07:00,Thursday,Weekday,Jan,Q1,Evening,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
135,56,2015-01-01,19:07:00,Thursday,Weekday,Jan,Q1,Evening,mediterraneo_l,The Mediterranean Pizza,Veggie,L,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,20.25,20.25,Premium
136,56,2015-01-01,19:07:00,Thursday,Weekday,Jan,Q1,Evening,southw_ckn_m,The Southwest Chicken Pizza,Chicken,M,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,16.75,16.75,Standard
137,57,2015-01-01,19:10:51,Thursday,Weekday,Jan,Q1,Evening,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
138,58,2015-01-01,19:30:40,Thursday,Weekday,Jan,Q1,Evening,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
139,58,2015-01-01,19:30:40,Thursday,Weekday,Jan,Q1,Evening,pepperoni_m,The Pepperoni Pizza,Classic,M,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,12.5,12.5,Standard
140,59,2015-01-01,19:40:08,Thursday,Weekday,Jan,Q1,Evening,ital_veggie_s,The Italian Vegetables Pizza,Veggie,S,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,12.75,12.75,Standard
141,59,2015-01-01,19:40:08,Thursday,Weekday,Jan,Q1,Evening,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
142,59,2015-01-01,19:40:08,Thursday,Weekday,Jan,Q1,Evening,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
143,60,2015-01-01,20:05:16,Thursday,Weekday,Jan,Q1,Evening,ckn_pesto_l,The Chicken Pesto Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",Non-Veg,1,Small,20.75,20.75,Premium
144,60,2015-01-01,20:05:16,Thursday,Weekday,Jan,Q1,Evening,four_cheese_m,The Four Cheese Pizza,Veggie,M,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,14.75,14.75,Standard
145,61,2015-01-01,20:08:43,Thursday,Weekday,Jan,Q1,Evening,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
146,61,2015-01-01,20:08:43,Thursday,Weekday,Jan,Q1,Evening,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
147,62,2015-01-01,20:50:16,Thursday,Weekday,Jan,Q1,Evening,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
148,62,2015-01-01,20:50:16,Thursday,Weekday,Jan,Q1,Evening,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,16.5,16.5,Standard
149,63,2015-01-01,20:51:42,Thursday,Weekday,Jan,Q1,Evening,pep_msh_pep_m,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,M,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,14.5,14.5,Standard
150,64,2015-01-01,20:52:08,Thursday,Weekday,Jan,Q1,Evening,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
151,65,2015-01-01,21:16:00,Thursday,Weekday,Jan,Q1,Night,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
152,65,2015-01-01,21:16:00,Thursday,Weekday,Jan,Q1,Night,sicilian_s,The Sicilian Pizza,Supreme,S,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",Non-Veg,1,Small,12.25,12.25,Standard
153,65,2015-01-01,21:16:00,Thursday,Weekday,Jan,Q1,Night,spicy_ital_s,The Spicy Italian Pizza,Supreme,S,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,12.5,12.5,Standard
154,65,2015-01-01,21:16:00,Thursday,Weekday,Jan,Q1,Night,spinach_supr_m,The Spinach Supreme Pizza,Supreme,M,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,16.5,16.5,Standard
155,66,2015-01-01,21:47:55,Thursday,Weekday,Jan,Q1,Night,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
156,66,2015-01-01,21:47:55,Thursday,Weekday,Jan,Q1,Night,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
157,67,2015-01-01,22:03:40,Thursday,Weekday,Jan,Q1,Night,southw_ckn_l,The Southwest Chicken Pizza,Chicken,L,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,20.75,20.75,Premium
158,68,2015-01-01,22:07:32,Thursday,Weekday,Jan,Q1,Night,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
159,68,2015-01-01,22:07:32,Thursday,Weekday,Jan,Q1,Night,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
160,68,2015-01-01,22:07:32,Thursday,Weekday,Jan,Q1,Night,ital_supr_m,The Italian Supreme Pizza,Supreme,M,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,16.5,16.5,Standard
161,69,2015-01-01,22:12:13,Thursday,Weekday,Jan,Q1,Night,bbq_ckn_l,The Barbecue Chicken Pizza,Chicken,L,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,20.75,20.75,Premium
162,70,2015-01-02,11:38:51,Friday,Weekday,Jan,Q1,Morning,ital_veggie_s,The Italian Vegetables Pizza,Veggie,S,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,12.75,12.75,Standard
163,70,2015-01-02,11:38:51,Friday,Weekday,Jan,Q1,Morning,soppressata_l,The Soppressata Pizza,Supreme,L,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
164,71,2015-01-02,11:40:50,Friday,Weekday,Jan,Q1,Morning,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
165,72,2015-01-02,11:57:25,Friday,Weekday,Jan,Q1,Morning,spinach_fet_l,The Spinach And Feta Pizza,Veggie,L,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",Veg,1,Small,20.25,20.25,Premium
166,73,2015-01-02,11:58:56,Friday,Weekday,Jan,Q1,Morning,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
167,74,2015-01-02,12:01:12,Friday,Weekday,Jan,Q1,Lunch,five_cheese_l,The Five Cheese Pizza,Veggie,L,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",Veg,1,Small,18.5,18.5,Standard
168,74,2015-01-02,12:01:12,Friday,Weekday,Jan,Q1,Lunch,mexicana_l,The Mexicana Pizza,Veggie,L,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,20.25,20.25,Premium
169,74,2015-01-02,12:01:12,Friday,Weekday,Jan,Q1,Lunch,spin_pesto_s,The Spinach Pesto Pizza,Veggie,S,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce",Veg,1,Small,12.5,12.5,Standard
170,74,2015-01-02,12:01:12,Friday,Weekday,Jan,Q1,Lunch,spinach_supr_l,The Spinach Supreme Pizza,Supreme,L,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,20.75,20.75,Premium
171,75,2015-01-02,12:10:15,Friday,Weekday,Jan,Q1,Lunch,ital_supr_s,The Italian Supreme Pizza,Supreme,S,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,12.5,12.5,Standard
172,75,2015-01-02,12:10:15,Friday,Weekday,Jan,Q1,Lunch,mediterraneo_l,The Mediterranean Pizza,Veggie,L,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",Veg,1,Small,20.25,20.25,Premium
173,75,2015-01-02,12:10:15,Friday,Weekday,Jan,Q1,Lunch,napolitana_l,The Napolitana Pizza,Classic,L,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",Non-Veg,1,Small,20.5,20.5,Premium
174,76,2015-01-02,12:21:17,Friday,Weekday,Jan,Q1,Lunch,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
175,76,2015-01-02,12:21:17,Friday,Weekday,Jan,Q1,Lunch,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
176,76,2015-01-02,12:21:17,Friday,Weekday,Jan,Q1,Lunch,ital_veggie_l,The Italian Vegetables Pizza,Veggie,L,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",Veg,1,Small,21.0,21.0,Premium
177,76,2015-01-02,12:21:17,Friday,Weekday,Jan,Q1,Lunch,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
178,77,2015-01-02,12:22:46,Friday,Weekday,Jan,Q1,Lunch,bbq_ckn_m,The Barbecue Chicken Pizza,Chicken,M,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",Non-Veg,1,Small,16.75,16.75,Standard
179,77,2015-01-02,12:22:46,Friday,Weekday,Jan,Q1,Lunch,hawaiian_m,The Hawaiian Pizza,Classic,M,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,13.25,13.25,Standard
180,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
181,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
182,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,four_cheese_l,The Four Cheese Pizza,Veggie,L,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",Veg,1,Small,17.95,17.95,Standard
183,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
184,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,3,Large,20.75,62.25,Premium
185,78,2015-01-02,12:28:14,Friday,Weekday,Jan,Q1,Lunch,thai_ckn_s,The Thai Chicken Pizza,Chicken,S,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,12.75,12.75,Standard
186,79,2015-01-02,12:29:11,Friday,Weekday,Jan,Q1,Lunch,ital_cpcllo_l,The Italian Capocollo Pizza,Classic,L,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,20.5,20.5,Premium
187,79,2015-01-02,12:29:11,Friday,Weekday,Jan,Q1,Lunch,pep_msh_pep_s,"The Pepperoni, Mushroom, And Peppers Pizza",Classic,S,"Pepperoni, Mushrooms, Green Peppers",Non-Veg,1,Small,11.0,11.0,Budget
188,79,2015-01-02,12:29:11,Friday,Weekday,Jan,Q1,Lunch,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
189,80,2015-01-02,12:35:38,Friday,Weekday,Jan,Q1,Lunch,pepperoni_s,The Pepperoni Pizza,Classic,S,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,9.75,9.75,Budget
190,80,2015-01-02,12:35:38,Friday,Weekday,Jan,Q1,Lunch,thai_ckn_m,The Thai Chicken Pizza,Chicken,M,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,16.75,16.75,Standard
191,81,2015-01-02,12:40:01,Friday,Weekday,Jan,Q1,Lunch,thai_ckn_l,The Thai Chicken Pizza,Chicken,L,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",Non-Veg,1,Small,20.75,20.75,Premium
192,82,2015-01-02,12:45:51,Friday,Weekday,Jan,Q1,Lunch,big_meat_s,The Big Meat Pizza,Classic,S,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",Non-Veg,1,Small,12.0,12.0,Standard
193,82,2015-01-02,12:45:51,Friday,Weekday,Jan,Q1,Lunch,cali_ckn_m,The California Chicken Pizza,Chicken,M,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",Non-Veg,1,Small,16.75,16.75,Standard
194,82,2015-01-02,12:45:51,Friday,Weekday,Jan,Q1,Lunch,spicy_ital_l,The Spicy Italian Pizza,Supreme,L,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic",Veg,1,Small,20.75,20.75,Premium
195,82,2015-01-02,12:45:51,Friday,Weekday,Jan,Q1,Lunch,veggie_veg_m,The Vegetables + Vegetables Pizza,Veggie,M,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",Veg,1,Small,16.0,16.0,Standard
196,83,2015-01-02,12:53:27,Friday,Weekday,Jan,Q1,Lunch,southw_ckn_s,The Southwest Chicken Pizza,Chicken,S,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",Non-Veg,1,Small,12.75,12.75,Standard
197,84,2015-01-02,13:13:41,Friday,Weekday,Jan,Q1,Lunch,pepperoni_l,The Pepperoni Pizza,Classic,L,"Mozzarella Cheese, Pepperoni",Non-Veg,1,Small,15.25,15.25,Standard
198,85,2015-01-02,13:34:49,Friday,Weekday,Jan,Q1,Lunch,classic_dlx_m,The Classic Deluxe Pizza,Classic,M,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,16.0,16.0,Standard
199,85,2015-01-02,13:34:49,Friday,Weekday,Jan,Q1,Lunch,classic_dlx_s,The Classic Deluxe Pizza,Classic,S,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",Non-Veg,1,Small,12.0,12.0,Standard
200,85,2015-01-02,13:34:49,Friday,Weekday,Jan,Q1,Lunch,ital_supr_l,The Italian Supreme Pizza,Supreme,L,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",Non-Veg,1,Small,20.75,20.75,Premium
201,85,2015-01-02,13:34:49,Friday,Weekday,Jan,Q1,Lunch,the_greek_m,The Greek Pizza,Classic,M,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",Non-Veg,1,Small,16.0,16.0,Standard
202,86,2015-01-02,13:40:31,Friday,Weekday,Jan,Q1,Lunch,hawaiian_l,The Hawaiian Pizza,Classic,L,"Sliced Ham, Pineapple, Mozzarella Cheese",Non-Veg,1,Small,16.5,16.5,Standard
203,87,2015-01-02,14:01:02,Friday,Weekday,Jan,Q1,Lunch,ital_cpcllo_m,The Italian Capocollo Pizza,Classic,M,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",Veg,1,Small,16.0,16.0,Standard
204,87,2015-01-02,14:01:02,Friday,Weekday,Jan,Q1,Lunch,mexicana_m,The Mexicana Pizza,Veggie,M,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",Veg,1,Small,16.0,16.0,Standard
205,87,2015-01-02,14:01:02,Friday,Weekday,Jan,Q1,Lunch,spinach_supr_l,The Spinach Supreme Pizza,Supreme,L,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,20.75,20.75,Premium
206,87,2015-01-02,14:01:02,Friday,Weekday,Jan,Q1,Lunch,spinach_supr_s,The Spinach Supreme Pizza,Supreme,S,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",Non-Veg,1,Small,12.5,12.5,Standard
